recordid,title,author,place,year,language,subject,library,notes
1.901E+13,Placaet en nader ordre,NULL,'s Gravenhage,1633,Dutch,Commerce Tariff,,
1.901E+13,"Placaet ende ordonnantie, op het heffen ende betalen der last-ghelden, over de schepen varende door de Strate van Gibralter naer de Middelantsche Zee, ende op Levanten",NULL,'s Graven-haghe,1633,Dutch,Commerce Tariff,,
1.901E+13,Placcaet ende reglement opt stvck vande prouisionele permissie vande landtvrachte van den vierentwintichsten decembris,NULL,Brvssel,1633,Dutch,Commerce Benelux countries,,
1.901E+13,Practicque om te leeren reeckenen/ cypheren ende boeck-houwen/ met die regel coss/ ende geometrie/ seer profijtelijcken voor allen koop-luyden. Van nieus gecorrigeert ende vermeerdert. Deur Nicolaum Petri Daventriensem,"Petri, Nicolaus",t'Amstelredam,1635,Dutch,Finance Business mathematics,,
UMKP9CJS,"CÄ_fferinghe. Tweede deel, handelende van verscheyde regulen der reken-konst, alle koop-lieden noodich te weten.","Bartjens, Willem",,1636,Dutch,Economics,,
IPUMSI36,"Clare ontdeckingh der dwaesheydt, der ghener die haer tegenwoordigh laten noemen floristen",,,1636,Dutch,Economics,,
1.901E+13,Placaet,NULL,'s Gravenhage,1636,Dutch,Commerce Tariff,,
4ZAEJ2DS,"Reden van dat die Vvest-Indische Compagnie oft handelinge, niet alleen profÄ_telÄ_ck, maer oock noodtsaeckelÄ_ck is, tot behoudenisse van onsen staet",,,1636,Dutch,Economics,,
ECVXAHZD,"Rekenboecxken by verscheyden ghelde, om met penninghen te leeren rekenen ende legghen.","Heusden, Robrecht van",,1636,Dutch,Economics,,
4QVPE95S,ChristelÄ_cke onderwÄ_singe van woecker.,"Cloppenburg, Johannes",,1637,Dutch,Economics,,
3434,Examen over het Vertoogh teghen het onghefondeerde ende schadelÄ_ck sluyten der vryen handel in Brasil.,NULL,NULL,1637,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Geestelick compas, dat is nut en nootwendigh bericht voor alle zee-varende ende reysende luyden om te ontgaen de steen-klippen ende zant-platen der sonde ende des toorns Gods ente verkrÃ¿gen eenen saligen gewenschten segen over hare neeringe ... Den derden druck verbetert ende seer verm. by den autheur: insonderhept niet alleen met marginale annotatien maer met een nieu tractat van den coop-handel, ende de coop-vaert. Item de vaert op Oost ende West-Indien","Udemans, Godefridus",Dordrecht,1637,Dutch,Commerce Christian life,,
1.901E+13,"Register van de prijsen der bloemen/ zijnde de derde samen-spraeck/ tusschen Gaergoed ende Waermond, inhoudende het vervolgh van den op ende ondergangh van Flora","Roman, Adriaen",Haerlem,1637,Dutch,"Commerce Tulip mania, 17th century",,
3478,"Samen-spraeck, tusschen VVaermondt ende Gaergoedt, nopende de opkomste ende ondergangh van Flora.",Adriaen Roman (-1649),"Haerlem, ",1637,Dutch,"History (Netherlands) , Period documents , Dialogues , Economics",,
1.901E+13,"Tooneel van Flora. Vertonende: grondelijcke redens-ondersoekinge, vanden handel der floristen. Ghespeeld/op de spreucke van Anthonius de Guevara: Een voorsichtich eerlijck man; sal altijt meer ghedulden, dan straffen. T'samen gesteld; mits/ datter dapelÃ¿x; Uyt haat: spruyt smaad. Noch is hier by-gevoegt de lijste van eenige tulpaen vercocht aende meestbiedende tot alcmaer op den 15 februarij 1637. Item't lof-dicht van Calliope, over de goddinne Flora, &c","Woude, Cornelis van der",Amsterdam,1637,Dutch,"Commerce Tulip mania, 17th century",,
66VVC6K7,"Troost-brief, aen alle bedroefde bloemmisten, die treuren over't sterven oft 't overlÄ_den van Flora",,,1637,Dutch,Economics,,
1.901E+13,"Tweede samen-spraeck/tusschen Waermondt ende Gaergoedt, zijnde het vervolgh van den op ende ondergangh van Flora","Roman, Adriaen",Haerlem,1637,Dutch,"Commerce Tulip mania, 17th century",,
JRT7WQ8E,Consideratien als dat de negotie op Brasil behoort open gestelt te worden.,,,1638,Dutch,Economics,,
2MVRS93Q,De vsvris liber.,"Salmasius, Claudius",,1638,Dutch,Economics,,
FVPHK45U,"Dedvctie, waer by onpartÄ_delÄ_ck over-vvogen ende bevvesen vvort, vvat het beste voor de Compagnie van West-Indien zy: den handel te sluyten, of open te laten",,,1638,Dutch,Economics,,
1.901E+13,Den Spiegel der Spaense tyrannye geschiet in Nederlant,"Plasse, Cornelis Lodewijksz vander",Amsterdam,1638,Dutch,Politics Inquisition,,
1.901E+13,"Iovrnael ofte een ware ende kort verhael van 't vermaerde belegh van de Stadt. Breda, door het kloeck. moedich ende victorieus beleydt van syne hoogheydt de prins van Orangien &c. cappiteyne generael, ende admirael der vereenighde Nederlanden","Hexham, Henry",Ghedruckt te Delft,1638,Dutch,Politics Breda (Netherlands),,
1.901E+13,"Placcaeten ordonnantien landt-chartres blyde-in comsten privilegien, ende instructien by de Princen van dese Nederlanden, aen de Inghesetenen van Brabant, Vlaenderen, ende andere Provincien, t'sedert t'laer M.CC.XX",NULL,t'Hantwerpen,1638,Dutch,General Law,,
3554,"Conditien ende voor-waerden om een seer playsant hvys, gelegen in de stede Bevervvyck, by lotinge te vermannen",NULL,"Bevervviick, ",1639,Dutch,Economics,,
DDIMACZ2,De modo vsvrarvm liber.,"Salmasius, Claudius",,1639,Dutch,Economics,,
3556,Lyste |vande gedenckwaerdige teyckeninghe op de peper,NULL,"Haerlem, ",1639,Dutch,"History (Netherlands) , Period documents , Economics , Dutch East India Company",,
9ZPSHZGG,Oratio de navigationibvs ac commerciis foederatorvm Belgarvm.,"Slichtenhorst, Arend van",,1639,Dutch,Economics,,
2QDTIZ9E,"De trapezitis, vulgÃ_ longobardis, qvi in fÅ“derato Belgio mensas fÅ“nebres exercent, dissertatio.","Boxhorn, Marcus Zuerius van",,1640,Dutch,Economics,,
65KUTPR7,"Dissertatio de foenore trapezitico, in tres libros divisa.","Salmasius, Claudius",,1640,Dutch,Economics,,
JE5EMDQ6,"Excerpta ex Clavdii Salmasii dissertationibus de trapezitis, & in ea theologi cujusdam breves notÃ_",,,1640,Dutch,Economics,,
2FFUHF6V,Instrvctie ende ordonnantie voor commissarissen vande zeevaert,,,1641,Dutch,Economics,,
6T5MT825,"Verstandighe coopman, of Oratie, handelende van de t'samen-voeginghe des koop-handels, ende der philosophie.","Barlaeus, Caspar",,1641,Dutch,Economics,,
1.901E+13,"De boodtschap ende brief van de koninginne, gesonden aen syne maiesteyt. Wt den Hage den 8. october, 1642","Henrietta Maria, Queen, consort of Charles I, King of England",[London],1642,Dutch,Politics Great Britain,,
1.901E+13,"De remonstrantie ende protestatie van den adel ende gemeente van de Graefschappen van Buckingam, Bedford, Hardford, ende Cambridge, aenwijsende de redenen, waerom sy-luyden de wapenen aen-nemen, ende hare resolutien, daer over",undefined,Naer de Engelsche copie gedruckt tot London,1642,Dutch,Politics Great Britain,,
66K2KIE5,"De trapezitis, qui in fÅ“derato Belgio mensas fÅ“nebres exercent, dissertatio.","Boxhorn, Marcus Zuerius van",,1642,Dutch,Economics,,
ZA45SMD2,"Den loosen handel van de actionisten. Die dobbele partÄ_en maacken, of actien beleenen tot uyt-suygingh en ruÃ¯ne des eygenaars",,,1642,Dutch,Economics,,
1.901E+13,"Des Ernvesten, Heer Iohn, Graef van Bristolls Oratie in't ... Hof des Parlements gedaen, nopende een accomodatie met den Coninck. Eerst tot Londen gedruckt door W.G. Ende nu in't Nederlantsch getrouwelick vertaelt","Bristol, John Digby, Earl of",t'Amsterdam,1642,Dutch,Politics Great Britain,,
1.901E+13,Korte instructie om boeck te houden voor commijsen/ onder commijsen/ ofte adsistenten die hunten dienst vande Vereenigde Oost-Indische compagnie sullen willen begheven. Mitsgaders eenighe bequame vraghen ende antwoorden daer toe geordineert,"Buingha, Joannes",Amstelredam,1642,Dutch,General Bookkeeping,,
1.901E+13,"Britannische Waersegger, ofte een sendbrief, aen seecker edelman van Licester-shire, Waer in, uyt de publicke geschriften, van't ghene tusschen Sijne Majesteyt ende de twee Huysen des Parlements gepasseert is bewesen wordt",undefined,[n.p.],1643,Dutch,Politics Great Britain,,
3865,"Eerste t\'samen-spraeck, tusschen Waermondt ende Gaergoedt, nopende de opkomste ende ondergang van Flora.",Adriaen Roman (-1649),"Amstelredam, ",1643,Dutch,"History (Netherlands) , Period documents , Dialogues , Economics",,
1.901E+13,"Engelands petitie, aen den Koninck; ofte een ootmoedige petitie, der bedruckte ende de by nae verdorvene onderdanen van Engelant, aen des Koninghs doorluchtighste Majesteyt",undefined,Getrouwelijck overgheset uyt d'Engelsche in onse Nederlandtsche tale. [n.p.],1643,Dutch,Politics Great Britain,,
1.901E+13,"Engelandts klachte, ende gheschrey, over Nederlandts gheveynsde, ondanckbare, ende onbarmhertighe procedueren teghen haer. Alles klaerlijck blijckende uyt seeckere missive van een Engelsman ... Waer-inne ... ghecommuniceert werden de twee declaratien van 't Parlement van Enghelandt, aen de heeren Staten Generael ... Ende der selver andtwoorde ende handelinghe daer op ghevolcht, &c",undefined,[n.p.],1643,Dutch,Politics Netherlands,,
3774,Floraes sotte-bollen: afghemaelt in dichten en sanghen,NULL,[1643],1643,Dutch,"History (Netherlands) , Period documents , Biology , Economics",,
3867,"Register van de prÄ_sen der bloemen, zÄ_nde de derde t\'samen-spraeck, tusschen Gaergoed ende Waermond.",Adriaen Roman (-1649),"Amstelredam, ",1643,Dutch,"History (Netherlands) , Period documents , Dialogues , Economics",,
3864,"Troost-brief, |aen alle bedroefde bloemmisten, die treuren over\'t sterven of \'t overlÄ_den van Flora",NULL,"Amstelredam, ",1643,Dutch,"History (Netherlands) , Period documents , Biology , Economics",,
3866,"Tweede t\'samen-spraeck, tusschen Waermondt ende Gaergoedt, zÄ_nde het vervolgh van den op ende ondergangh van Flora.",Adriaen Roman (-1649),"Amstelredam, ",1643,Dutch,"History (Netherlands) , Period documents , Dialogues , Economics",,
1.901E+13,"Aenwysinge: Datmen vande Oost en West-Indische compagnien; een compangie [!] dient te maken. Mitsgaders twintich consideratien op de trafyque, zeevaert en commertie deser landen",undefined,In's Graven-Haghe,1644,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
NKED8N9M,Aritmetica.,"Jansz, Bernaert Stockmans",,1644,Dutch,Economics,,
1.901E+13,Bedenckinge over d'Antwoordt de Heeren bewinthebbers vande Oost-Indische compagnie;aen d'edele ... Heeren Staten van Hollandt en West-Vrieslant ... belanghende de combinatie der twee compagnien,undefined,'sGraven-Haghe,1644,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
1.901E+13,"Consideratie/ Overgelevert by de heeren bewinthebberen van de Oost-Indische Compagnie ... de Edele Groot - Mogende heeren Staten van Hollant ende West-Vrieslant, waeromme het voor de selve Compagnie onmogelick ende ondienstigh is, om met de West-Indische Compagnie tetreden in handelinge, om beyde onder een Octroy ende Societeyt gebracht te worden",NULL,In 'sGraven-Hage,1644,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
19010073S00700,Historie ofte Jaerlijck verhael van de verrichtinghen der Geoctroyeerde West-Indische Compagnie,"Laet, Joannes de",Leyden,1644,Dutch,Commerce West-Indische Compagnie (Netherlands),,
FSE4KR2E,Idea oeconomicÃ_ et politicÃ_ doctrinÃ_.,"Burgersdijck, Franco",,1644,Dutch,Economics,,
1.901E+13,"Ooghen-Salve tot verlichtinghe, van alle participanten, so vande Oost, ende West-Indische compaignien, mitsgaders verscheyden notabele consideratien, aengaende de vereeninghe van de Oost- ende- West- Indische compaignien, met malkanderen",undefined,In 's Graven-Haghe,1644,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
1.901E+13,"Sijne koninck Maj. van Engelants oratie, aen de ledenen van de twee Huysen des Parlements ghedaen, tot Oxford den eersten Februarij, 1644 ... Alles getrouwelijck uyt de Engelsche in onse Nederlandische spraecke overgheset",NULL,Amsterdam,1644,Dutch,Politics Great Britain,,
1.901E+13,"Twee dedvctien, Aen-gaende de vereeninge van d'Oost ende West-Indische Compagnien aen de Ed; Groot mog: heeren staten van Hollandt ende West-Vrieslandt, vande West-Indische Compagnie/ over-gelevert",NULL,'s Graven-Hage,1644,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
UKZAJTXF,Discovrs op verscheyde voorslaghen rakende d'Oost en VVest-Indische trafyken.: Part 1,,,1645,Dutch,Economics,,
M8G9PCAB,Disquisitio de mutuo.,"Salmasius, Claudius",,1645,Dutch,Economics,,
5ZXUFPWF,"Kort verhaal en aen-teeckeningh van het op-klimmen en verloop vande gelden, ofte munt.","Beyerland, Abraham Willemsz van",,1645,Dutch,Economics,,
1.901E+13,"Placaet en ordonnantie, op het heffen en betalen der last-gelden, over de Schepen, varende door de Strate van Gibralter na de MiddelandtscheZee endeop Levanten",NULL,'sGravenhage,1645,Dutch,Commerce Tariff,,
4003,Vyt-vaert |vande West-Indische Compagnie,NULL,em,1645,Dutch,"History (Spain, Portugal) , History (Netherlands) , History (America) , Period documents , Economics , West India Company",,
1.901E+13,Consideratien raeckende 't stuck van leeninghe op interest ende panden,undefined,Utrecht,1646,Dutch,Finance Usury,,
DQCV7FSW,"Een tractaet van avarien, dat is Gemeyne contributie vande coopmanschappen ende goederen indien schepe vevonden.","Weytsen, Quintyn",,1646,Dutch,Economics,,
RGTTDE7Q,Institvtiones Å“conomicÃ_ didactico-problematicÃ_.,"Berckringer, Daniel",,1646,Dutch,Economics,,
19010073S03100,Ordeel des eerw,NULL,Utrecht,1646,Dutch,"Finance Kriex, J.",,
4127,"Propositie, ghedaen door den heer de la Thvillerye ambassadeur [...] van Vranckrijck, ter vergaderinghe van [...] de Staten Generael [...] den achtsten augusti 1646",Matthieu Coignet de La Thuillerie (1646-1648 fl.),em,1646,Dutch,"History (France) , Period documents , Economics , History (Netherlands)",,
4160,"Res judicata, dat is: Extracten uyt de resolutien der Synoden [...] over de negotie der ghenaemde lombaerden: vvt-gegeven door de professoren der theologiÃ_ tot Vtrecht",NULL,"Utrecht, ",1646,Dutch,"History (Netherlands) , Economics",,
4159,"Resolvtie ende vragen over Consideratien, raeckende\'t stuck van leeninge op interest ende panden.",Christianus Constantius pseud. van Gisbertus Voetius,"Utrecht, ",1646,Dutch,"History (Netherlands) , Economics , Period documents",,
1.901E+13,Wel-vaert vande West-Indische compagnie. Waer in klaerlijck vertoont wert door wat middel deselve compagnie tot groote conquesten soude konnen gheraken,"Candele, P. le",[Middelburgh],1646,Dutch,Commerce West-Indische Compagnie (Netherlands),,
1.901E+13,"'t Onderrecht des Wissels, ende Wissel-handeling, over gantsch Christenrijck, vervatende alle trates, remessen, vergelijckinge van prijsen, reeckeninge van schade en bate (nae de loop) van gelde, en voort alles wat tot die materie noodigh is","Velden, M. van (Martin)",t'Amstelredam,1647,Dutch,Finance Foreign exchange,,
4284,"Brasilsche |gelt-sack, waer in dat klaerlijck vertoont wort, waer dat de participanten van de West-Indische Compagnie haer geldt ghebleven is",NULL,Gedruckt in Brasilien op\'t Reciff in de,1647,Dutch,"History (Netherlands) , History (America) , Period documents , Economics , West India Company",,
G97CSES8,"Cort bescheed aen den weder-reppenden lasteraer, onsinnighlijck krayende teghen het Noodt-wendich bericht, onlanghs uytghegeven tot verantwoordingh vande huysen ofte tafelen van leeninghe",,,1647,Dutch,Economics,,
4359,"Noot-wendig bericht op sekere boeckskens, gheintituleert: Res judicata.",Joost Kriex (17e E.),"Ter Govde, ",1647,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Oprecht fondament ende principalen inhout van het Italiaens boeck-houden. Om van alle partyen den rechten debireur ende crediteur te stellen, die selve in't kort op't groot boeck over te dragen: mitsgaders, eeen grontlijcke onderrichtinge om een yegelijcx rekeninge in debito eÃ± credito van't grootboek wel te verstaen, zijnde 't voornaemste des boekhoudens ... De 5. druck, op nieus oversien ende verbetert","Buingha, Joannes",Amsterdam,1647,Dutch,Commerce Bookkeeping,,
A99UUPFX,"Tresoor van de gewichten, maten van koorn ende landen",,,1647,Dutch,Economics,,
2D83ZNF3,Van het onderhoudt en noodt-hulp der armen.,"Grote, Basilius de",,1647,Dutch,Economics,,
1.901E+13,"Vox militaris: Ofte een apologische verklaringhe van de officieren ende soldaten van't leger, onder 't commandement van sijn Excell",undefined,Na de copye van Londen,1647,Dutch,Politics Great Britain,,
1.901E+13,"Vriendelijcke antwoorde van sijn Coninghlijcke Majesteyt van Groot Brittagnie op de propositien van den vrede aen hem den 17 September tot Hamton-Court 1647 overgelevert, door eenen brief van den Grave van Pembrooke; ende de commissarisen (by sijne Majesteyt resideerende) aen't Parlement te kennen ghegheven",NULL,Na de copye van Londen,1647,Dutch,Politics Great Britain,,
FQ36MSNN,Consideratien op den prÃ_tensen Oldenburgschen VVeser-toll,,,1648,Dutch,Economics,,
1.901E+13,"Declaratie, van de Lords ende Commons, vergadert in't Parliament, om de gerevolteerde schepen wederom te brenghen onder de gehoorsaemheyt van het Parliament. Vrydragh den veerthienden Iulij 1648",NULL,Naer de copie,1648,Dutch,Politics Great Britain,,
1.901E+13,Instructie ende or[d]onnantie voor commissarissen van de [z]eesaec[h]en,NULL,t'Amsterdam,1648,Dutch,Commerce Maritime law,,
1.901E+13,"Journael, ende historische verhael van de treffelijcke reyse gedaen naer Oost-Indien, ende China,met elf schepen. Door den Manhaften Admirael Cornelis Matelief de Jonge","Matelief, Cornelis",t'Amstelredam,1648,Dutch,Commerce East Indies,,
1.901E+13,"Placcaeten ordonnantien landt-chartres blyde-in comsten privilegien, ende instructien by de Princen van dese Nederlanden, aen de Inghesetenen van Brabant, Vlaenderen, ende andere Provincien, t'sedert t'laer M.CC.XX",NULL,t'Hantwerpen,1648,Dutch,General Law,,
VP8SWV8H,"Propositie ghedaen door den heer Isaack Loppin, secretaris ordinaris vande koningh van VranckrÄ_ckx kamer","Loppin, Isaac",,1648,Dutch,Economics,,
1.901E+13,"Syne maiesteyt van Engelandts antwoordt. Op de schriften ende propositien acn hem gepresenteert op Caresbroecx Casteel, op 't Eylant van Wight den 24. December 1647 ... in den name vande twee Huysen des Parlaments. Met de copye van't papier, aen sijne Majesteyt gelevert, door de Schotsche commissarisen ter selver tijdt. Wt Engelsch over-geset in't Nederduytsch",NULL,'s Graven-Hage,1648,Dutch,Politics Great Britain,,
1.901E+13,Waerachtich bewÃ¿s vande on nooselheydt des drancks ende plaesters: door middel des Hertogen van Buckingham aen den Coninck Jacobus ghegeven ende gheappliceert voor de cortse. Tot wederbegginghe vande malicieuse uytstroyingen daer over gedaen. Midtsgaders een cort verhael des seer verdruckten tegenwoordighen Staets des Conincks Caroli In het casteel caresbroeck op't eylandt van wight in Englandt. Tot waer ende oprecht bericht der gener die 't sullenlesen,undefined,[n.p.],1648,Dutch,Politics James,,
1.901E+13,"Zee-Rechten, Dat is: Dat hoochste ende oudtste Got-landsche waterrecht/ dat de ghemeene cooplieden ende schippers geordineert ende gemaeckt hebben tot Wisbuy. Waer na hem een veghelijck die ter zee-waert verkeeren/ reguleren mach. Met grooter neersticheyt gecorrigeert: ende na het oude originael copye gebetert",undefined,Amsterdam,1648,Dutch,Commerce Maritime law,,
54875A8J,[Verzoek van de participanten van de Westindische Compagnie aan de Staten Generael de lasten te verlichten,,,1649,Dutch,Economics,,
1.901E+13,Antwoorde op de declaratie van't Parlement van Engelandt: in de welcke zijn verbat de motiven ende redenen van haer laetste procedueren/ ende om de welcke ... een nieuwe regeeringhe hebben aenghestelt/ ofte vryen staet. Wt het Engelsch ende Latijn overgeset door een Lief-hebber van de welstant van de Engelsche natie,undefined,s'Graven-Hage,1649,Dutch,Politics Great Britain,,
4562,"Brasyls |schuyt-praetjen, ghehouden tusschen een officier, een domine, en een coopman, noopende den staet van Brasyl",NULL,Ghedruckt inde West-Indische Kamer by Ma,1649,Dutch,"History (America) , Dialogues , Period documents , Economics , West India Company",,
1.901E+13,"Continuatie van verhael, zynde de proceduren vanden lesten ende finalen dagh van het Hooge Hof van Ivstitie ... den 27. Ianua. Aengaende het proces vanden Koning. Met de respective ghespreecken van den Koning, den Heer President, ende Solliciteur Generael. Te samen met een copie vande sententie der doodt teghen Charles Stvard Koning van Engelandt","Charles I, King of England",Gedruckt na de copie van Londen,1649,Dutch,Politics Charles,,
1.901E+13,"Copie ende translaet van seeckere missive in't FranÃ§ois gheschreven, aen den Vader van't collegie van de Jesuiten binnen Brussel, wesende bevonden onder de Papieren van ses Iesviten, die tot Londen",undefined,Delff,1649,Dutch,Miscellaneous Great Britain,,
1.901E+13,Copye vande resolutie van de heeren burgemeesters ende raden tot Amsterdam. Op't stuck vande West-Indische compagnie,undefined,[Amsterdam?],1649,Dutch,Commerce Amsterdam (Netherlands),,
1.901E+13,"Covenant, ofte verbondt tot reformatie ende defensie van de religie, eere ende welstandt van den Koningh, den vrede ende behoudenisse van de drie Koninghrijcken Engelant, Schotlandt ende Yrlandt",undefined,t 'Amsterdam,1649,Dutch,Politics Church of Scotland,,
1.901E+13,Een declaratie van't Parlement van Engelandt; zijnde een Antwoordt op de Brieven hun van de commissarisen van Schotlandt gesonden ... den 22 Febr. tot Londen ghedruckt by Edward Husband,NULL,[Amsterdam] Jan van Hilten,1649,Dutch,Politics Great Britain,,
1.901E+13,"Een verdedinge der dienaeren des H. Evangelij, in ende om Londen, tegens de ongherechtige af persienop hun voorighe bewerckinge voort 't Parlement opgheleyt als of sy daer mede dese capitale straffinge des Konincks geadvanceert hadden","Burges, Cornelius",Eerst tot Londen gedruckt,1649,Dutch,Politics Great Britain,,
1.901E+13,"Epitaphium, ofte graf-schrift, van Doctor Isaack Dorislaar, samen-spraacks wijse ingestelt by de Heer Vraagh-al, ende beantwoordt door den overleden",undefined,[n.p.],1649,Dutch,"Miscellaneous Doorislaus, Isaac,",,
1.901E+13,Getrouwe waerschouwinghe teghen die ons willen werpen in verwerringe met Engeland,W. S.,Door W.S. Rotterdam,1649,Dutch,Politics Netherlands,,
4561,"Haerlems |schuyt-praetjen, op\'t redres vande West-Indische Compagnie",NULL,NULL,1649,Dutch,"Period documents , History (Netherlands) , Economics , Dialogues , West India Company",,
1.901E+13,"Henriette de Bovrbons, onstelde-groot-moedigheid, in withal den 10. van sprokkel, des Iaars 1649. Karel Stvarts, of Gemartelde maiesteyt. In withal den 10 van Sprokkel, des jaers 1649","Vondel, Joost van den",Gedruct in't Moord-iaar vanden koning van Engeland,1649,Dutch,"Miscellaneous Henrietta Maria,",,
1.901E+13,"Ondersoeck van Doctor Brambels, gewesen bisschop van Londenderry in Irelant, waerschouwinge tegens de Kercken-regeringe der Schotten","Baillie, Robert",tot Vtrecht,1649,Dutch,"Miscellaneous Bramhall, John,",,
1.901E+13,"Oratien ofte diversche redenen welcke [sic] den Hertogh van Hamelton (Grave van Cambridge,) Henry Grave van Holland, ende Arthur Lord Capel op 't schavot tot West-Munster gedaen hebben,op Vrydagh zijnde den 19 Meert, Anno 1649 Londen, Pieter Cole, [etc.]","Hamilton, James Hamilton, Duke of",Amsterdam by Jan van Hilten,1649,Dutch,Politics Great Britain,,
1.901E+13,"Regis Caroli casus, of een appel aen alle redelijke menschen. Nopende sijn examen voor het Hooge Hof van Justitie. Zijnde een groot gedeelte van 't gene voorgenomen was geharangueert te zijn geweest voor de Rechtbanck, by aldien fijne Majesteyt gepleyt hadde tegens sijne beschuldinge, en hemselver tot een openbare examen hadde voorgestelt. 't samen met een bygevoeghde opinie, nopende de doodt des konincks Jacobi, 't verlies van Rochei, en de rebellie van Yerlandt","Cook, John",Na de copy tot London,1649,Dutch,Politics Charles,,
4556,"Remonstrantie, van de hooft-partÄ_cipanten, ende geintresseerde vande West-Indische Compagnie, aen alle de regenten des vaderlandts: versoeckende een spoedighe effectieve assistentie",NULL,NULL,1649,Dutch,"Period documents , History (Netherlands) , Economics , West India Company",,
1.901E+13,Vertroostinge gedaen aenden alder doorluchtichste Coninck Carel de Twede,"Lotius, Eleasar",[In s'Graven Haghe n.p.],1649,Dutch,Politics Charles,,
1.901E+13,"Waerachtige declaratie van sijne Coninglijcke Majesteyt van Groot Brittangie. Nopende het tractaet, en sijne Majesteyts onghenoegen over de onrechtveerdige proceduren van d'Armee van Thomas Fairfax",NULL,Gedruckt in't Iaer ons Heeren,1649,Dutch,Politics Great Britain,,
S7TQ9E8I,"CteticÃ_, id est, De modis acquirendi, libri dvo.","Rutcovius, Andreas",,1650,Dutch,Economics,,
JJ46BSHI,De bancciruptoribus dissertatio.,"Wegner, Daniel",,1650,Dutch,Economics,,
4954,"Deductie en contra-deductie, op\'t stuck van de middelen die gerequireert werden om te vinden de penningen jaerlÄ_cx belooft te betalen tot redemptie van de tollen in den Orisont",NULL,"Wtrecht, ",1650,Dutch,"History (Scandinavia) , Period documents , History (Netherlands) , Economics",,
1.901E+13,"Ordonnantie/ voor alle trafiquerende in Noorwegen: met zijn kon: maj: opene brief, van de generael tollenaer. Waer naer een peder/ op Noorwegen handelende/ hem heest te reguleeren",NULL,[Koppenhagen?],1650,Dutch,Commerce Tariff,,
1.901E+13,"Een tractaet van avarien, dat is: Ghemeene contributie vande koopmanschappen ende goederen inden schepe bevonden, om te helpen dragen 't verlies van eenige kooplieden ofte schippers goeden, gewillichlijck gebeurt, om lijf, schip, ende goet te salveren. Ghemaect by Quintyn Weytsen ... Van nieuvvs oversien, ende met ... eenige noodige observantien bevesticht ende verrijct. Door Mr. S.V.L. adt","Weytsen, Quintyn",s' Graven-Hage,1651,Dutch,Commerce Average (Maritime law),,
5114,"Het klaer bewesen onrecht van den pretensen Weser-toll, door allerhande nulliteyten ende kunsten, by d\'Oldenborgsche ministers uyt-gebeden",NULL,"Groningen, H. Sas ",1651,Dutch,"History (Germany, Central Europe) , Period documents , Economics",,
1.901E+13,"Placcaet-boeck, op't stuck van de liff-tocht. Door Mr. Dirck Graswinckel","Graswinckel, Theod. I. F.",[Leid?],1651,Dutch,Agriculture Grain trade,,
1.901E+13,"Placcaten, ordonnantien ende reglementen op't stuck vande lijf-tocht, sulcseals de selve van outs tot herwaerts toe op alle voorvallen van Hongers-noot en dieren-tijdt beraemt zijn ende ghedaen publiceeren; Ten meeren-deels, door de E.E. Groot-mog. H.H. de Staten van Hollant ende West-Frieslant","Graswinckel, Theod. I. F.",Tot Leyden,1651,Dutch,Commerce Grain trade,,
1.901E+13,"Bondigh en waerachtigh verhael van 'tgene onlancx is voor-gevallen tusschen d'Engelsche onder 't commando van den Generael Blake, ende de Hollandsche armade, onder 't beleyt van den E. Heer Luytenant Admirael Tromp ontrent Doevres ... Over-geset na de Engelsche copye",undefined,Londen,1652,Dutch,"Miscellaneous Anglo-Dutch War, 1652-1654",,
5223,"Considerable |insichten van de publycque regten en redenen, noopende \'t geduyrigh profyt vande [...] ordre van S",NULL,"Vytrecht, J. vander Poel, 1652",1652,Dutch,"Law , Economics",,
1.901E+13,"Consideratien, over de teghenwoordigh e vrede-handelinghe; tusschen Engelandt en Neerlandt. Om wegh te nemen alle verkeerde uytstroyselen tot ophitsinge van beyde natien","Versoeter, Alexander",Rotterdam,1652,Dutch,"Politics Anglo-Dutch War, 1652-1654",,
1.901E+13,"Copye van de commissien die de Heeren Staten generael van de vereenigde Nederlanden hebben geresolveert te verleenen aen de capiteynen ter zee. Tegens alle oorlog-schepen, coopvaerdy-schepen ende ingelande goederen onder het ghebiedt van de republijcque van Engelandt gehoorende",NULL,Delft,1652,Dutch,"Miscellaneous Anglo-Dutch War, 1652-1654",,
1.901E+13,"Declaratie ofte manifest ... behelsende een oprecht verhael van der selver sincere intentie ende rechtmatige proceduren ontrent de onderhandelinge met de extraordinaris ambassadeurs ... vande jegenwoordige regeringe van Engelandt, soo alhier in 's Graven-Hage, als tot London gevallen",NULL,'s Graven-Hage,1652,Dutch,Politics Netherlands,,
